Fecha,Encuesta,Estrato,Sexo,Edad,Nivel Educativo,Cantidad de Integrantes en el Hogar,Imagen del Candidato,Voto,Voto Anterior
2024-07-28,84eaf943-2ee6-4e21-93fb-2ed1b9534807,Bajo,Femenino,30,Secundario completo,2,15.770909623934271,Candidato B,Candidato A
2025-08-24,d9efbb41-b66b-4b0b-8af3-7d72ec4f4490,Bajo,Masculino,56,Primario completo,2,45.973296457987324,No votó,Candidato A
2025-07-21,26f33244-6f1d-4baf-952b-750d9830349d,Bajo,Masculino,43,Terciario/Universitario incompleto,5,59.46028115370137,Candidato C,Candidato C
2025-08-01,7e525e4f-9e20-4161-b050-eb01a22fc818,Bajo,Femenino,39,Primario incompleto,2,65.88860734988079,Candidato B,No votó
2024-08-02,edc641cd-921b-4646-a9c7-ae92e61b4dc6,Medio,Masculino,48,Primario incompleto,4,58.66214834397117,Candidato B,Candidato B
2024-02-14,086c9768-70fe-4cfc-991a-b513369fe284,Bajo,Masculino,37,Posgrado,2,24.422813777146935,Candidato C,Candidato A
2024-11-16,9a9dadd2-e7aa-4070-bcdd-b4cc3e332f35,Medio,Femenino,46,Terciario/Universitario completo,1,0.15736025987119762,No votó,Candidato C
2024-02-08,bb296639-8e4a-495d-9153-f737d7f14ec2,Medio,Femenino,26,Terciario/Universitario completo,6,13.64804806622989,No votó,No votó
2025-05-06,0ff0952a-0b25-41c4-8021-b6323246b7d9,Bajo,Masculino,48,Posgrado,5,44.108742035303436,Candidato B,Candidato C
2024-11-30,dfc8b87a-7176-4181-be2b-66532258edf3,Bajo,Masculino,70,Terciario/Universitario incompleto,3,96.89107233151148,En blanco,No votó
2024-10-06,a92c3c3e-3957-4082-9c27-2c51ac98a368,Alto,Masculino,36,Primario incompleto,6,56.76110745122524,No votó,Candidato B
2023-12-09,f7350626-dca8-46fd-9bea-f9cfaf3cb9d0,Medio,Masculino,78,Secundario completo,1,97.97749004864934,Candidato A,No votó
2024-07-01,ecb3077a-6cef-4e55-8406-58d1c1da8d39,Medio,Masculino,69,Posgrado,1,84.10816122011549,Candidato C,Candidato C
2024-07-27,495103ed-fd05-45f5-a252-1f50a54e6c8f,Alto,Masculino,62,Secundario incompleto,4,99.59809063995783,En blanco,No votó
2025-06-02,7e5168dc-5690-474d-aeda-b7b5e2aa55a7,Medio,Femenino,76,Terciario/Universitario completo,6,28.93958883349206,Candidato B,Candidato B
2025-04-26,5f653800-29c8-46e0-b130-7e46af797546,Alto,Masculino,39,Terciario/Universitario incompleto,1,68.98728251406911,Candidato A,Candidato B
2025-10-04,b7ae7758-5b45-4f5a-97de-701d8eafb323,Alto,Femenino,40,Secundario incompleto,4,43.087507041600716,No votó,Candidato B
2024-03-09,fd723837-705b-4cc2-a40c-a20c702a5b67,Bajo,Femenino,72,Terciario/Universitario completo,4,87.10053616057333,Candidato C,No votó
2025-10-24,fde9d47d-d893-41ac-9149-7435a9c9a24e,Alto,Masculino,58,Terciario/Universitario incompleto,4,61.332537404656065,En blanco,En blanco
2024-03-18,38431ed6-2586-44b6-913c-183677f4531b,Bajo,Masculino,56,Posgrado,6,40.39588243849429,Candidato B,En blanco
2025-03-10,27e08e2f-c06b-4d38-9d01-0478c110412c,Alto,Masculino,42,Secundario completo,2,94.32240462676099,En blanco,Candidato B
2025-01-21,f361c497-64e0-4ab3-afb8-0c63f42f338f,Alto,Femenino,43,Primario completo,6,84.11693196267376,No votó,Candidato A
2024-08-27,35c3de95-8a64-4b9f-b52f-600976c0c651,Alto,Femenino,55,Primario completo,2,49.37000468366638,En blanco,Candidato C
2025-07-28,0bee2ebd-b447-48bd-9e2d-2454e46232e7,Bajo,Masculino,43,Terciario/Universitario completo,1,42.51790194417996,Candidato A,En blanco
2025-03-20,166adfc4-3513-498c-a7f8-ab5705727bb5,Alto,Masculino,62,Primario incompleto,1,40.32727474676603,Candidato C,Candidato C
2024-01-16,91d2125a-95e1-4cb6-a98e-ecbada98da57,Medio,Femenino,75,Terciario/Universitario completo,2,40.50457333106201,En blanco,Candidato C
2023-12-31,8a74bec5-6951-443e-8a6c-b87cdfb87708,Bajo,Masculino,50,Posgrado,6,30.997096133270418,Candidato C,Candidato C
2025-07-29,f5efaa99-010f-4ddf-a225-183835e1392e,Medio,Masculino,37,Terciario/Universitario incompleto,1,16.73463498250105,Candidato C,En blanco
2024-01-14,87e51bbc-22e9-4671-ab34-1860fefd320b,Alto,Femenino,61,Terciario/Universitario completo,4,83.03700932891115,En blanco,Candidato C
2024-04-11,4f027fe8-7d5d-4031-a80b-b7eba49999cf,Alto,Femenino,70,Posgrado,5,12.185788530093355,Candidato C,Candidato B
2025-06-14,10e857f8-8986-448f-8b3e-00e76151787e,Medio,Femenino,66,Terciario/Universitario incompleto,1,62.28982541656238,En blanco,Candidato A
2024-04-29,bb00d206-f854-4953-9ad7-3702140a642e,Medio,Masculino,54,Primario completo,3,15.91595752181788,Candidato C,En blanco
2023-12-27,34367eaa-03ea-438f-8095-e0997e240205,Medio,Femenino,71,Secundario completo,1,86.7848429009013,Candidato A,Candidato B
2024-09-03,5c29b6da-c1d7-4be9-9df4-97f16b5a174d,Alto,Masculino,33,Terciario/Universitario completo,5,22.780902473679653,Candidato B,Candidato C
2023-11-16,05f2b928-beb9-49e2-956e-3ae54fe4b735,Alto,Masculino,30,Terciario/Universitario completo,5,12.574167739967113,En blanco,Candidato A
2024-01-25,9d263e76-3d37-43f8-8ef9-80cec471e21a,Bajo,Masculino,45,Primario completo,1,1.7778172745213983,Candidato C,Candidato B
2024-09-10,968051b7-0723-4796-9d95-39fcf7cd0b75,Bajo,Femenino,31,Primario incompleto,2,90.47309715869284,Candidato B,Candidato B
2025-01-15,5e15428a-833c-490f-b555-a628dd153fb4,Alto,Masculino,34,Primario completo,6,78.86689660741341,Candidato A,No votó
2024-12-17,1c351dc9-4226-4a44-b73b-83502743e0df,Bajo,Masculino,50,Primario completo,3,31.36096185436008,Candidato C,Candidato B
2024-06-22,e0c6a8a7-4748-47ea-b278-9d7597f0bfcf,Alto,Masculino,28,Terciario/Universitario completo,4,86.44882913539155,Candidato A,En blanco
2024-10-23,61f9c408-3833-4558-bb23-23e7d6a2c379,Bajo,Masculino,50,Terciario/Universitario incompleto,2,50.80254804779409,En blanco,Candidato C
2025-10-24,ed6a1bfc-81be-41f4-bef8-74d76251d74d,Medio,Femenino,26,Terciario/Universitario completo,5,21.904751891099405,En blanco,No votó
2024-11-23,971964f8-d2fb-45ca-ba72-4b9f56fb5c72,Alto,Masculino,69,Posgrado,4,56.758352990093655,Candidato B,Candidato A
2025-07-14,0b44361f-16c7-454a-af82-c4d6438dc8b1,Alto,Masculino,56,Posgrado,6,2.856695272905807,No votó,En blanco
2025-02-06,958cd60e-a07f-4f47-90c6-fa8c27a0008c,Medio,Masculino,51,Primario completo,3,69.56963847384822,En blanco,En blanco
2025-05-17,f489362c-1034-4193-bc2b-940d9045a445,Medio,Masculino,66,Posgrado,3,27.124937777977788,Candidato B,No votó
2025-04-20,6f48744f-7abc-4f0b-86fe-0dedfe38784b,Bajo,Masculino,75,Terciario/Universitario completo,6,37.38041372264165,En blanco,Candidato B
2024-04-26,df4630ad-baaa-4300-a2b2-2fd551c6a2e4,Medio,Masculino,52,Primario completo,2,86.2776773325423,Candidato C,No votó
2024-10-03,9b6e83a9-6f2a-43b2-9dd9-5d4c0637fdca,Medio,Femenino,67,Posgrado,6,62.338142418584006,Candidato A,En blanco
2024-01-13,22324672-f64e-4f4a-af89-c2e7aa170666,Medio,Masculino,76,Posgrado,4,95.92750201586423,Candidato A,Candidato A
2024-08-22,07f79ee0-e299-4b48-a449-213ac2fab184,Medio,Femenino,50,Posgrado,3,22.66163372271578,Candidato B,No votó
2024-04-28,3f7512c5-6e05-424d-b49b-93d51e709e19,Medio,Femenino,71,Posgrado,2,0.6685742889912527,Candidato C,No votó
2024-05-30,43a061c4-45a1-4970-a11b-26b008236adf,Medio,Femenino,70,Terciario/Universitario incompleto,2,85.19898339816417,Candidato A,Candidato B
2025-02-06,4aa83cd6-5804-4881-9d8c-ca3b62614790,Bajo,Masculino,59,Terciario/Universitario incompleto,6,60.91189934830938,Candidato B,En blanco
2025-07-05,a31cc5d2-cd96-46a1-9dbd-c6ff5fad7a0d,Bajo,Masculino,48,Primario completo,1,13.307110116046672,Candidato C,En blanco
2024-03-18,8aae0c3a-d312-44e0-bebb-e60d3085ee6d,Alto,Femenino,76,Primario incompleto,2,25.349884273493505,Candidato A,No votó
2024-10-09,83f0ba77-56b8-402a-8f42-4ffa8abb572c,Bajo,Masculino,39,Primario incompleto,6,94.70997574592629,Candidato B,Candidato C
2024-04-07,e8751766-2953-4a13-8392-79358d5f52c0,Bajo,Femenino,34,Secundario incompleto,5,57.72401228688504,Candidato B,No votó
2024-08-14,a31ca36b-059e-4b2e-91ca-e1937ed61f4e,Medio,Masculino,45,Primario incompleto,3,55.37276804412983,Candidato B,Candidato B
2024-02-07,233e3834-54e2-4ea6-8202-faf9dcebef56,Alto,Masculino,37,Secundario incompleto,6,77.08637053172544,No votó,Candidato A
2023-12-29,196d362d-fec2-4805-beea-c13d581332c2,Medio,Femenino,47,Terciario/Universitario incompleto,6,90.1287205426457,En blanco,Candidato A
2025-08-09,f48ef9a8-6aeb-4a32-8fad-725d9d0b6f5e,Bajo,Femenino,76,Secundario completo,4,39.019187215413965,Candidato C,Candidato C
2025-09-10,4063d525-1152-497e-8201-66e3ca687a98,Bajo,Masculino,59,Terciario/Universitario incompleto,6,82.44986732440852,Candidato C,No votó
2025-09-02,133894b3-854c-4896-9aac-3ca1920c904e,Medio,Femenino,51,Posgrado,1,86.90824356126811,Candidato B,En blanco
2025-05-08,20d5c16e-9611-49cf-bfbd-fd47dc7972f0,Medio,Femenino,21,Secundario incompleto,3,95.50707991317299,Candidato B,Candidato B
2023-12-01,d733f669-852d-4585-88df-6b197c3ad037,Bajo,Masculino,68,Terciario/Universitario incompleto,5,48.04034110991623,No votó,Candidato B
2025-10-11,18c8ece6-58ea-4417-b930-31a6c82a6c15,Medio,Femenino,64,Secundario completo,4,89.26365142625544,En blanco,Candidato B
2024-12-22,378b094c-b517-4761-961a-43f28ecb4971,Alto,Femenino,30,Primario incompleto,3,82.33124738454327,Candidato A,No votó
2024-10-25,a9d21bf8-b195-4990-ad5c-6415fedcb8f9,Alto,Masculino,79,Terciario/Universitario completo,4,46.96195767279783,Candidato B,En blanco
2025-06-16,338f4acf-6627-4136-baeb-5bc0f63d307c,Bajo,Femenino,34,Primario incompleto,1,71.79086491447259,En blanco,No votó
2025-04-18,706146ff-becb-44c8-b2c9-2c129bd91220,Alto,Masculino,47,Primario completo,2,13.504056655451036,No votó,No votó
2024-04-14,b883a8ea-44e8-4604-a870-2bb15931c9b4,Alto,Femenino,62,Posgrado,3,74.44777607862666,Candidato A,Candidato B
2024-02-10,f94d9109-5939-45b5-a503-9055f90b9724,Bajo,Femenino,22,Secundario completo,2,39.62254126177923,Candidato A,Candidato B
2024-11-30,33672754-da2e-4e6c-8c1a-612bfff99f34,Medio,Masculino,19,Primario incompleto,4,82.79099346958144,Candidato C,Candidato A
2024-09-14,5050f32c-d406-4cce-b73a-13fb37503d77,Medio,Femenino,30,Secundario incompleto,2,34.497142068790176,En blanco,Candidato B
2024-05-27,8fa41d22-46dd-40ac-a0e3-0a4dfbcefcd0,Bajo,Femenino,56,Secundario incompleto,2,79.75476692803575,Candidato C,Candidato A
2024-04-18,001debf6-c503-4cb5-86b4-195caa19af26,Alto,Femenino,24,Secundario incompleto,1,29.012443093292195,Candidato B,No votó
2025-03-21,53fd2516-d1bf-4aba-a908-923b1551f819,Medio,Masculino,72,Terciario/Universitario completo,2,49.87326805313729,No votó,Candidato A
2023-12-12,c833b07e-b4d5-4ffc-9f4a-518a4ef0ba9b,Medio,Femenino,34,Secundario completo,4,39.71804880313356,No votó,Candidato B
2025-07-21,15a652a7-08fc-47af-92c1-b3c7f33c4233,Medio,Masculino,80,Secundario completo,4,99.63811755070708,Candidato B,No votó
2024-04-25,cda840fd-4adb-4798-839d-60ba9c993735,Bajo,Femenino,68,Primario incompleto,1,24.11062404138471,Candidato C,Candidato A
2025-03-08,467a6bdf-b63c-4dd8-aa9e-9a381d5a474c,Bajo,Masculino,78,Secundario incompleto,3,84.20346190180001,Candidato C,Candidato A
2024-03-02,8dff06d2-8340-4ed5-b38f-8437faa2cbad,Medio,Femenino,18,Terciario/Universitario completo,2,80.78821221809477,Candidato B,Candidato A
2024-01-30,16c2b4aa-72f7-4920-9d75-16f558aa0383,Bajo,Femenino,70,Primario completo,1,94.67437952909289,Candidato B,Candidato B
2024-04-11,d4dc2301-882a-4925-80b2-db0c6a2465cf,Bajo,Masculino,73,Primario completo,3,69.27488385350358,Candidato C,Candidato B
2024-10-31,97f43de4-1493-4a25-9f69-cd4368bfbf7e,Bajo,Masculino,31,Posgrado,2,49.658792288946415,En blanco,Candidato B
2024-08-29,52fa3935-ff28-4550-b684-7398fabbc6b6,Alto,Masculino,78,Primario incompleto,2,94.17121667861488,Candidato C,Candidato B
2024-08-16,a0d9da58-3db4-4b81-8beb-cf4f2c94151d,Alto,Femenino,75,Terciario/Universitario incompleto,2,3.7760643190397625,Candidato C,Candidato C
2025-01-07,496749fb-b2e0-4961-ac73-189c6fdc5e00,Bajo,Masculino,29,Terciario/Universitario completo,5,90.77370154232072,En blanco,En blanco
2025-08-13,021ac45b-d5e3-4aef-85dd-1ef0080638c9,Alto,Femenino,57,Primario completo,5,74.20564920458503,En blanco,No votó
2024-03-06,13801f25-44f0-4c4e-987d-3afca3705e8a,Medio,Femenino,29,Primario completo,3,20.249345545953457,En blanco,En blanco
2024-01-30,5028361f-a945-41d7-b9d0-a163def1274a,Bajo,Femenino,76,Posgrado,6,29.246709264955374,Candidato B,Candidato A
2025-02-15,a74b3d20-8c3f-429f-ba4b-0bc65121f31f,Alto,Masculino,79,Terciario/Universitario incompleto,4,86.39124216536999,No votó,Candidato C
2024-11-22,c884e666-0c66-4a49-8995-4cf1faaf500c,Alto,Femenino,60,Primario completo,3,10.374611101378973,En blanco,No votó
2024-03-04,e368f7d2-d973-4b86-bfb2-30b2b55dc442,Alto,Femenino,41,Secundario completo,5,27.029413106354305,Candidato B,Candidato A
2025-01-20,42734d1c-23d8-4f22-8440-3b37b13bad4e,Medio,Masculino,57,Secundario incompleto,6,15.067531730295947,Candidato C,Candidato C
2024-09-20,637c3644-c934-4ce7-8e5b-c44c98decbf6,Bajo,Masculino,69,Posgrado,4,20.931352903938638,En blanco,En blanco
2025-03-19,39b66d71-951a-4518-87e7-7e2b6b291a13,Medio,Femenino,35,Primario incompleto,5,13.038153323408741,En blanco,Candidato A
2025-04-21,e9184b9f-5010-49e2-b367-dbe240e3469f,Medio,Femenino,18,Posgrado,6,34.71034780825772,En blanco,No votó
2024-10-03,e3aeb12e-7d4f-4fff-8865-3e42cefe73ec,Bajo,Femenino,61,Secundario incompleto,3,87.31226293514382,Candidato A,Candidato C
2025-09-21,6c749cf4-1f75-40bc-b550-f22172e55360,Bajo,Masculino,60,Secundario completo,3,59.29737523135004,Candidato C,Candidato A
2024-12-18,0d20f686-854d-49b6-ab66-b1c05fdd5329,Alto,Femenino,19,Terciario/Universitario incompleto,1,15.91843222080901,En blanco,Candidato A
2024-11-28,7a31a27c-ced4-4d7c-b4ca-01423b239fd8,Alto,Masculino,19,Terciario/Universitario incompleto,5,10.474871938299035,Candidato C,Candidato A
2025-04-20,14c30b50-3d0d-4ad0-87d5-e121623a35ae,Medio,Femenino,56,Terciario/Universitario incompleto,6,99.79840735689388,Candidato A,Candidato C
2025-10-22,2ec012f0-d310-4ac5-9932-263c4eec95b0,Alto,Femenino,76,Primario completo,5,25.238388459962145,Candidato C,Candidato C
2025-09-29,700b1433-f5d6-4476-a0f1-2d46e775f27e,Alto,Masculino,77,Terciario/Universitario completo,2,28.660899611981105,En blanco,Candidato A
2024-07-17,5cb76bb9-c0ff-44b4-a4bd-7d5703e3c25b,Medio,Femenino,28,Secundario incompleto,3,18.5723744787879,Candidato C,Candidato B
2025-08-18,86ff76d1-1fe3-4b56-a9f5-a74186861f29,Alto,Femenino,71,Terciario/Universitario completo,2,27.902956733774698,En blanco,Candidato A
2024-12-01,44bfc434-481c-43f9-bff5-101d3f1cd31b,Bajo,Masculino,73,Terciario/Universitario incompleto,5,94.46133362930865,Candidato A,Candidato C
2024-12-01,b287c440-7881-407d-ae77-1359677abeb7,Alto,Masculino,37,Terciario/Universitario completo,5,37.10946821261302,Candidato A,Candidato C
2025-03-17,2a0b2040-0ef0-4b6f-ad48-79e7efd164ee,Alto,Femenino,79,Terciario/Universitario incompleto,6,41.36607293826467,No votó,Candidato C
2025-04-13,86343347-daa6-426a-a30d-04fdb58c1e9f,Alto,Masculino,70,Secundario completo,1,33.43358614552696,Candidato C,Candidato B
2025-09-19,26b1caba-3fcc-42c1-b3d4-a0965b7801ea,Medio,Femenino,33,Primario completo,3,59.57731199345563,Candidato C,En blanco
2024-04-14,c9f35bf8-4d03-4bdd-8c86-9dea38a7ac54,Bajo,Femenino,43,Secundario incompleto,4,52.46206494093257,No votó,En blanco
2025-01-04,fba0fd45-8d3a-44b9-afb0-107425323fd3,Medio,Femenino,70,Primario incompleto,2,26.06600362852901,En blanco,Candidato B
2025-02-25,2e665ecb-06f9-44e6-8b4e-b003401a2e8a,Medio,Masculino,49,Secundario completo,1,10.767115623388912,Candidato C,Candidato B
2025-11-02,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,Alto,Femenino,65,Terciario/Universitario completo,1,55.47100151893199,En blanco,Candidato A
2024-04-27,b489f5c7-e22f-4e82-acdd-001e6ad8c64d,Alto,Femenino,41,Terciario/Universitario completo,4,55.738737291869924,Candidato A,Candidato A
2023-11-17,c21d3ead-3e4c-4362-a826-ef27f190cb53,Bajo,Masculino,72,Secundario incompleto,5,5.657748155057263,Candidato C,En blanco
2024-07-31,d5511e14-e18d-49ce-a0fa-5cd38f5a5ade,Alto,Femenino,40,Primario completo,5,34.14794335410457,En blanco,Candidato B
2025-05-11,beb778d6-2b02-4118-ae63-ad3a94d7f681,Bajo,Femenino,23,Posgrado,5,42.41522446826869,En blanco,En blanco
2025-06-12,c6218f7f-fcd4-4b19-8625-dcb03f79dd31,Bajo,Femenino,55,Terciario/Universitario completo,5,48.39065506659628,No votó,No votó
2025-10-08,db0198ff-de21-4855-8c71-3ba64ca49e01,Medio,Masculino,45,Secundario incompleto,5,31.761772848681467,Candidato A,No votó
2024-07-14,05628912-bdf2-45a1-b57a-5c03cb85eda6,Medio,Femenino,68,Posgrado,5,66.94093241346066,En blanco,En blanco
2025-08-06,e7a2d2d0-ca3c-4050-b5fc-1b10b8d13539,Medio,Masculino,25,Secundario incompleto,6,80.12677522666442,No votó,No votó
2024-07-16,697b8538-0ff7-4f25-b325-1c76d8efb5c9,Bajo,Masculino,62,Primario incompleto,6,11.932240743377475,Candidato C,No votó
2023-12-07,634da412-816a-4ea8-a18a-47632af595a3,Medio,Masculino,19,Secundario incompleto,4,42.185876480931086,Candidato A,Candidato B
2024-12-21,86b0915a-8880-49fd-a282-c33d3665b6a5,Medio,Femenino,67,Primario completo,4,66.76181039483718,Candidato C,Candidato A
2024-03-04,db160641-2074-47e7-9a60-8f0d7e4132ad,Alto,Masculino,29,Secundario completo,3,59.25934090181162,Candidato A,Candidato A
2025-09-19,e62ce6a3-02fb-4d7c-8866-2aba16018cc6,Bajo,Masculino,18,Primario incompleto,5,87.24155519164894,No votó,Candidato A
2024-05-27,02b33be2-14ed-45bd-a4d0-8ebed335914c,Bajo,Femenino,56,Secundario completo,3,87.047658688063,En blanco,En blanco
2025-02-20,3e37355e-fbdc-478a-bf33-551df6292535,Bajo,Femenino,52,Terciario/Universitario completo,2,54.549545305845506,No votó,Candidato B
2025-07-11,ac91c01e-734c-4192-a557-8e91bee5f64d,Medio,Femenino,35,Secundario completo,3,88.78950903149236,No votó,Candidato B
2024-03-10,f9154865-6996-4b5c-bc14-5cfe469a1289,Medio,Masculino,40,Primario incompleto,4,80.65402134835557,En blanco,Candidato C
2025-08-25,421cf262-6573-4938-a96e-2bf4586523b8,Bajo,Masculino,65,Terciario/Universitario completo,2,15.025674581775306,Candidato B,No votó
2024-08-30,c315d334-e47c-48ea-939e-5ca2b9e7f780,Alto,Femenino,31,Posgrado,5,0.9254538461952122,Candidato A,Candidato A
2025-02-04,bda31488-3e1f-48ac-9606-293028600311,Alto,Masculino,73,Posgrado,6,38.64733712665197,Candidato C,Candidato A
2024-06-25,c2f89ef4-0b9b-4b7e-9ba6-20f135bbcdb0,Alto,Masculino,76,Secundario incompleto,6,36.504665621157216,No votó,No votó
2025-05-20,cf21ae6a-82e2-4424-8dbc-ad25daace3a3,Alto,Masculino,42,Terciario/Universitario incompleto,1,2.8183604572538767,No votó,No votó
2025-05-11,3fbdaeed-723d-48f5-b170-78ee112930f2,Bajo,Masculino,30,Terciario/Universitario incompleto,6,81.04244793570825,Candidato B,Candidato C
2025-07-28,e5a15243-c728-4f15-b5cb-b690735b3a80,Bajo,Masculino,38,Posgrado,4,51.63515626823552,No votó,Candidato B
2024-11-09,998df20b-226d-4ed0-a958-4453c2eaf172,Bajo,Masculino,29,Secundario completo,2,97.59792679504542,No votó,Candidato C
2023-12-31,4a0609aa-827a-4d0d-a150-93b0a07aeb89,Alto,Masculino,68,Secundario completo,1,83.34924790536118,Candidato B,Candidato C
2025-07-23,59e8484c-25d2-43e3-992e-7dea03743263,Alto,Masculino,29,Terciario/Universitario incompleto,1,80.7827998641068,Candidato A,En blanco
2024-01-14,d466c772-5df5-472b-9ba4-8aa0aab6941b,Alto,Femenino,49,Posgrado,5,39.90177328815492,No votó,Candidato A
2024-12-15,a443a737-8072-4635-8c1f-59dff6b4160b,Alto,Femenino,60,Terciario/Universitario incompleto,1,94.34240751930697,En blanco,En blanco
2025-09-14,05c2b105-2234-440f-80e5-e8fab0335368,Medio,Femenino,27,Terciario/Universitario completo,2,71.32795982891179,Candidato A,Candidato A
2025-10-21,ef6be029-bbef-427f-8e91-e0c97abd2241,Alto,Femenino,57,Terciario/Universitario incompleto,1,10.503710521621013,No votó,Candidato C
2023-12-10,9bcae27d-3319-48eb-9afd-518dd55f0e0e,Medio,Masculino,55,Primario completo,1,55.38214608509331,Candidato A,No votó
2023-12-31,4d29d77a-7939-40e6-96e1-6c2b659badcb,Bajo,Femenino,50,Primario completo,3,21.123816313415876,Candidato C,Candidato C
2024-05-02,d197b561-79b6-4b95-a3aa-9e6770bc3ec1,Bajo,Femenino,44,Posgrado,3,64.24640085916056,Candidato C,En blanco
2024-02-19,b3739067-cf08-4288-b004-1e324bc01de3,Medio,Masculino,55,Primario incompleto,6,40.24394537829823,Candidato C,No votó
2023-12-11,da68fa2a-5958-4c94-94f5-edf7e9bf79f4,Alto,Femenino,58,Secundario incompleto,2,4.103445915374849,Candidato A,Candidato C
2024-06-30,6557338d-6175-416a-9a64-2c24a34acc3e,Medio,Femenino,78,Primario incompleto,1,89.94877866135079,En blanco,En blanco
2023-11-21,e53428bb-b20e-4719-a6b9-b21b94291726,Bajo,Masculino,76,Posgrado,6,91.94922375133358,Candidato B,Candidato C
2025-06-21,d09bf39c-acb1-491c-8c43-745b80635ef2,Bajo,Femenino,73,Secundario completo,1,63.67230292741461,No votó,Candidato A
2025-08-26,3c38bfd6-d7e2-4908-9090-d244c1d44db0,Medio,Femenino,32,Terciario/Universitario completo,2,20.781110882978847,No votó,Candidato A
2024-10-23,43e1592e-3765-402d-ae6b-3eba3055d84e,Bajo,Masculino,75,Secundario incompleto,6,41.17126209296972,Candidato A,En blanco
2024-07-23,23e86d63-8278-41e5-aadb-6a6783add758,Bajo,Femenino,18,Primario completo,2,69.46494031375492,No votó,Candidato B
2025-09-09,c1afb76b-8473-4c88-98ec-dbc6cec7190b,Medio,Femenino,21,Secundario completo,3,11.585928061292227,No votó,Candidato A
2024-03-13,e9492308-c710-4ab3-881f-93bde669d6b6,Bajo,Femenino,45,Secundario completo,4,20.71863810598249,No votó,Candidato A
2025-07-23,a5c07ecf-d38a-4bdb-9610-de6d819de9b4,Alto,Femenino,75,Secundario incompleto,6,9.052294569527552,En blanco,Candidato B
2024-03-04,424c222f-577a-4515-aac5-03ff79d1b233,Bajo,Femenino,56,Terciario/Universitario incompleto,5,93.40074041903205,Candidato C,Candidato C
2025-09-14,e807092d-74ca-4c56-8d39-03626ef4d6b4,Medio,Femenino,20,Secundario completo,5,75.4918469365522,En blanco,Candidato B
2025-04-02,ca19e5a8-0d5a-4ad3-86d7-7094a6894303,Medio,Femenino,59,Primario completo,6,13.7426356027473,Candidato C,Candidato A
2024-11-01,41ca37f5-f7de-4a61-b1bf-3b36bac114b5,Alto,Masculino,59,Terciario/Universitario incompleto,3,23.564687314749875,No votó,No votó
2024-08-24,04ade7b7-119b-4fb4-b0fd-e8c97575117c,Medio,Masculino,59,Secundario completo,4,65.72699303576177,No votó,Candidato B
2024-12-06,db0dff11-1a6c-4c25-98e1-6bc0338589c7,Bajo,Masculino,77,Secundario incompleto,2,97.37048832412903,Candidato B,Candidato B
2024-09-01,f17a7c84-cb3d-4ee7-ba9f-941a41a064be,Medio,Masculino,26,Posgrado,4,21.53837823341781,Candidato C,No votó
2025-10-09,3771f867-dfa2-452b-9351-69bc0044c690,Medio,Masculino,50,Primario completo,6,84.82440589717616,Candidato B,Candidato C
2024-12-25,9e3f4f15-2f5c-4cbe-a55b-88fff0862962,Alto,Masculino,23,Terciario/Universitario completo,1,43.52408662362319,Candidato B,En blanco
2024-12-04,a94a29d3-f73c-4dce-a83f-32782c702901,Medio,Masculino,44,Primario incompleto,5,85.74682489282628,Candidato B,Candidato C
2023-12-06,44864d26-cfd0-4276-9c01-7e5d5c41dfb5,Bajo,Femenino,37,Primario completo,6,1.1406548025544194,En blanco,En blanco
2025-01-28,a81b3fe3-fda4-4455-acac-00dc024e8609,Medio,Masculino,39,Secundario incompleto,2,52.22963041106353,Candidato B,En blanco
2024-01-19,ea9e062a-9b89-4f0d-8549-61d60438b3d4,Bajo,Femenino,58,Secundario incompleto,5,41.86591186726866,Candidato B,No votó
2025-04-20,dec22e0c-d4cd-42fa-aadf-d824edaeec39,Bajo,Masculino,76,Terciario/Universitario completo,1,78.72785867392197,Candidato C,No votó
2025-07-18,3c737aea-d273-4cbe-b65a-1a2a4f768aac,Medio,Masculino,58,Terciario/Universitario completo,4,96.11606710374801,Candidato C,En blanco
2025-07-27,bd03c81f-7ff3-4029-92bd-db3b649ec503,Alto,Masculino,77,Posgrado,6,10.174257168194911,Candidato B,Candidato B
2024-12-16,167ad089-5ace-4dbf-9bb5-9fc25cffc96e,Bajo,Masculino,70,Posgrado,1,75.32409698961435,No votó,Candidato B
2025-06-20,1d86fd12-c835-4b91-ae93-5faf9502e1d5,Medio,Femenino,57,Primario incompleto,4,36.29578266352891,Candidato C,Candidato A
2025-02-18,2c14af79-c4a0-41cd-8654-f465b311d9c4,Medio,Femenino,30,Terciario/Universitario completo,2,88.15622376997007,Candidato B,Candidato B
2024-01-08,45c55e39-881d-4ee1-9808-2cf303a769aa,Bajo,Femenino,63,Primario incompleto,2,86.39032045973234,Candidato A,Candidato C
2025-06-12,dedff24b-3567-4813-bd05-bc2c5a505a98,Bajo,Masculino,21,Secundario completo,1,99.73961655142067,En blanco,Candidato B
2024-10-06,51bb91c1-3262-4328-a24a-adaeebbcf1f6,Bajo,Femenino,39,Secundario incompleto,5,50.933613802098144,Candidato B,Candidato C
2025-10-13,7f0df2ca-2dc6-42ac-8bae-0e932f39c045,Medio,Femenino,80,Secundario incompleto,6,49.87823335768867,Candidato B,Candidato B
